Layer,Name,GEOID,Population,Longitude,Latitude,UMP_2018-2022,EDX_2018-2022,HDX_2018-2022,INC_2018-2022,PCI_2018-2022,POV_2018-2022
,,,,,,"Unemployment rate (%), 2018-2022","Economic Diversity Index, 2018-2022","Hardship Index (score), 2018-2022","Median household income, 2018-2022","Per capita income, 2018-2022","Poverty rate (% of residents), 2018-2022"
Census tract,Tract 1301,17031130100,5205,-87.72080890,41.99110400,4.054054054054054,0.7202745600356426,71.69653777,53243.920938796335,35403.33800661062,19.97016197783461
Census tract,Tract 1302,17031130200,1403,-87.73757330,41.98183780,0.0,0.7377182327192748,16.18449525,95458.1676168504,50625.18707158544,7.722772277227722
Census tract,Tract 1303,17031130300,5083,-87.71339150,41.98655890,4.814004376367615,0.792782585279237,67.02182708,60658.16535415603,30294.239579405043,11.049284578696344
Census tract,Tract 1401,17031140100,3464,-87.70580500,41.97120140,2.1760154738878144,0.7491829132055765,46.02737793,79584.38585594179,32650.73329044566,9.488636363636363
Census tract,Tract 1402,17031140200,5834,-87.71300430,41.97069490,7.835400225479143,0.8035672351042608,80.93306049,66595.24581290623,23213.755362807515,17.398258397014395
Census tract,Tract 1403.01,17031140301,2693,-87.72316950,41.96920550,7.176196032672112,0.8114732287472812,89.54158434,63920.57960469398,22305.084052441267,20.468642315644384
Census tract,Tract 1403.02,17031140302,4060,-87.72375610,41.97249380,4.715025906735751,0.7936652594587599,70.09831593,57287.554116107276,32792.856452006476,13.18864774624374
Census tract,Tract 1404,17031140400,6503,-87.73894290,41.97153710,4.510489510489511,0.7193733598865679,39.78737417,85306.9061869163,42333.44674904057,8.37421756048046
Census tract,Tract 1405,17031140500,3451,-87.73183190,41.96536190,3.6855036855036856,0.7833314828341855,39.93320162,67185.74462610084,42155.56356618381,6.059644670050761
Census tract,Tract 1406.01,17031140601,2545,-87.72589090,41.96464710,11.225144323284155,0.7794247153815956,77.9094929,79813.61676168504,32505.859358015925,11.569343065693433
Census tract,Tract 1406.02,17031140602,5041,-87.72101660,41.96465200,10.248565965583174,0.7934106069959702,82.29607677,54980.5742807072,27546.219481354954,28.80434782608696
Census tract,Tract 1407.01,17031140701,2784,-87.71265240,41.96703750,4.187758858720662,0.7922695554826056,50.89142911,84551.36112158654,34272.7711794849,6.421404682274247
Census tract,Tract 1407.02,17031140702,5535,-87.71357530,41.96354820,4.747103701610624,0.7503762745199524,59.15184872,67458.98786574679,38926.15856607289,12.59686429987385
Census tract,Tract 1408,17031140800,6486,-87.70284690,41.96451440,9.157509157509155,0.6005890617018523,39.69564399,89603.6102841678,50542.66394551787,10.415325177076626
Census tract,Tract 1502,17031150200,7434,-87.75241310,41.96067470,6.537890044576524,0.7291879886206784,54.52888324,83474.89278821624,40751.75349941214,16.106733029171853
Census tract,Tract 1503,17031150300,7120,-87.76228590,41.96051790,6.271043771043772,0.7202352367005247,21.59892746,79121.33942634042,43675.82293307305,6.366782006920416
Census tract,Tract 1504.01,17031150401,4681,-87.77226480,41.96456760,6.925795053003533,0.7416326912775659,60.60777119,71435.68561858071,32633.311741609174,10.007773027594247
Census tract,Tract 1504.02,17031150402,3831,-87.77204360,41.95679790,3.848003848003848,0.7767083468795024,42.40638818,89845.67812063266,35038.40240466736,7.680608365019011
Census tract,Tract 1505.01,17031150501,3823,-87.78196390,41.96447620,6.032171581769437,0.6707105447357746,31.41287986,112262.62685507664,45834.2611415515,4.903995848469124
Census tract,Tract 1505.02,17031150502,4239,-87.78184140,41.95677840,1.1965025310630464,0.6972605218558011,28.56924452,66476.96266554271,34469.909758424095,7.260308626359727
Census tract,Tract 1506,17031150600,3882,-87.77175780,41.94947310,5.441354292623942,0.8055033340750914,37.27537868,75117.13396481732,31357.870982053726,7.1530758226037205
Census tract,Tract 1507,17031150700,4429,-87.76195800,41.94959150,4.7683310841205575,0.7432664818128152,62.68816446,92482.75046030302,31953.871336986176,6.704805491990847
Census tract,Tract 1508,17031150800,4903,-87.75211820,41.94970860,6.471389645776567,0.7750416493127863,62.90808166,78593.19141950797,35201.61480955655,14.05312767780634
Census tract,Tract 1510.01,17031151001,2833,-87.75435270,41.94238260,6.158940397350993,0.7914842249657065,68.67767429,86079.87280108254,28951.863395372566,10.723192019950124
Census tract,Tract 1510.02,17031151002,4588,-87.74715540,41.94249170,8.345808383233532,0.8033214667141332,65.58119296,69588.08451829011,30892.99070520641,10.956663941128372
Census tract,Tract 1511,17031151100,5140,-87.76171750,41.94229030,3.4368803701255786,0.8114809005653041,57.5971399,71080.83617649016,30478.541227622616,11.252771618625278
Census tract,Tract 1512,17031151200,3880,-87.77149530,41.94216900,3.1179394487121552,0.7929772805859695,44.82312541,81550.2701035959,28674.95246123472,9.563924677898909
Census tract,Tract 1601,17031160100,2444,-87.74279560,41.96462820,3.5596572181938035,0.7275583012377329,36.68618873,98236.44619445861,43488.77051398656,5.223068552774755
Census tract,Tract 1602,17031160200,3278,-87.73839810,41.95879310,4.718875502008032,0.5134918245159482,8.60852385,114032.28944741453,58046.76687592892,1.3225127742711151
Census tract,Tract 1603,17031160300,3769,-87.73089580,41.95726810,9.255363904080774,0.7110357340976331,61.67913256,71264.22090108476,45799.41804387852,16.82892906815021
Census tract,Tract 1604,17031160400,4854,-87.72282380,41.95736570,6.240393482938825,0.7570359253265083,44.10339637,66316.50103152244,37023.54204840391,11.139044672210405
Census tract,Tract 1605.01,17031160501,3703,-87.71297320,41.95920980,9.37019969278034,0.7826064719881217,61.83319221,67802.83422436168,35560.131946139,6.605504587155964
Census tract,Tract 1605.02,17031160502,3300,-87.71308760,41.95558410,3.80653828929691,0.7261770863401249,50.58566187,91827.15006987732,44023.33698617981,7.32801595214357
Census tract,Tract 1606.01,17031160601,3380,-87.70329360,41.95939800,3.0511811023622046,0.4433815994653597,7.33488569,76409.99627320925,50094.28829388407,4.195804195804196
Census tract,Tract 1606.02,17031160602,3481,-87.70046350,41.95668140,2.5735294117647056,0.798160763797408,19.52911845,77897.24638967146,43933.47847112846,11.47191908437583
Census tract,Tract 1607,17031160700,5766,-87.70213470,41.95121770,5.10554737358861,0.73608586273222,44.84429391,84919.96441802169,47132.62499168127,5.574684374487621
Census tract,Tract 1608,17031160800,4997,-87.71281460,41.95021310,9.38365650969529,0.768617336506339,64.76032552,75821.33130726058,34280.106568468684,5.975866692204559
Census tract,Tract 1609,17031160900,2410,-87.72260820,41.95008210,5.51543007222587,0.6026502661248632,5.661398062,105318.76425830208,60947.9132190155,3.1404958677685952
Census tract,Tract 1610,17031161000,1899,-87.73068290,41.94997660,5.862923203963667,0.5429855531206883,28.86089943,93672.00039929901,62134.41238714257,11.889168765743072
Census tract,Tract 1611,17031161100,1940,-87.73815500,41.94988000,5.124099279423539,0.4915800919199948,8.013453759,145234.28341356284,71674.08576055369,5.809334657398212
Census tract,Tract 1612,17031161200,2820,-87.73857010,41.94254890,7.5,0.7895718183106576,62.03076489,64543.170744692645,33889.497105082184,16.254785938043856
Census tract,Tract 1613,17031161300,3899,-87.73100230,41.94269940,6.116642958748222,0.8112735304160824,69.16454982,49485.45100823,27233.54852592116,16.7248322147651
Census tract,Tract 1701,17031170100,2034,-87.79481680,41.95585960,6.0227272727272725,0.771665257819104,64.51688776,42702.05004547572,35777.4428447836,23.97932816537468
Census tract,Tract 1702,17031170200,3812,-87.78151880,41.94935280,4.407995899538698,0.7609977037594405,45.33587355,97060.95010980722,34295.694270059226,4.770788912579958
Census tract,Tract 1703,17031170300,5216,-87.79682780,41.94912480,3.832616347281971,0.7310337454397472,35.36668548,78648.20683688635,38452.10905299585,4.460518384569018
Census tract,Tract 1704,17031170400,4141,-87.81271070,41.94890810,7.28910728910729,0.6819149961800861,32.61007621,94457.80394418686,41979.51423057299,6.919027325144146
Census tract,Tract 1705,17031170500,5316,-87.82889570,41.95007790,2.693249387897866,0.722130237912965,19.40798758,80493.05716630803,39430.466558708045,2.363882968416973
Census tract,Tract 1706,17031170600,2551,-87.83070160,41.94129430,5.066250974279034,0.7587986158194577,45.2829523,70003.45091949689,38853.72159985802,8.634538152610443
Census tract,Tract 1707,17031170700,3068,-87.82216400,41.94148660,5.334987593052109,0.8096382001836547,57.95347634,75983.6267885268,26897.037556290066,5.644171779141105
Census tract,Tract 1708,17031170800,3799,-87.81237130,41.94157610,6.069485140226036,0.7578841141761015,46.98348857,59388.226136338424,33519.05996140109,8.506900878293601
Census tract,Tract 1709,17031170900,1662,-87.81160570,41.93619580,14.369747899159664,0.8219050726548637,87.30125129,62809.2681736507,24565.30078306972,25.888324873096447
Census tract,Tract 1710,17031171000,7313,-87.79652380,41.94180720,5.599800895968143,0.7416706540290351,24.98471164,75141.89090263759,37895.53641385124,8.844633182017866
Census tract,Tract 1711,17031171100,4235,-87.78128650,41.94205280,2.800875273522976,0.7695272661109223,48.54054944,84708.15506111493,32051.065241021315,5.5202735710796285
Census tract,Tract 1801,17031180100,6656,-87.79863170,41.93448510,1.7543859649122806,0.7665522044416971,51.14545112,76948.2304398944,35024.64855032277,16.586126266562744
Census tract,Tract 1901,17031190100,2325,-87.74438890,41.93521760,4.351145038167939,0.7841642065171055,70.07714743,56161.571907096426,23879.441913085913,5.5175363558597095
Census tract,Tract 1902,17031190200,5652,-87.75164890,41.93511360,8.036558462023322,0.8230894512320069,79.560636,73882.03784467268,25322.67969564542,17.073590096286107
Census tract,Tract 1903,17031190300,5738,-87.76146350,41.93498640,3.949175824175824,0.7895525178495506,69.0751717,63551.05938463586,27399.511701679272,14.8421251654377
Census tract,Tract 1904.01,17031190401,4325,-87.78095240,41.93472760,5.48172757475083,0.8296075869744036,57.82411328,84942.88750859602,33300.83213913352,9.731707317073171
Census tract,Tract 1904.02,17031190402,5294,-87.77123180,41.93485960,3.706422018348624,0.8073555599525128,73.16774861,51827.27394130304,24875.220967634596,13.398692810457517
Census tract,Tract 1906.01,17031190601,4382,-87.78046060,41.92741460,10.626945309026231,0.701790990126512,85.61482736,65262.95578872645,22241.816322456132,1.2543903662819869
Census tract,Tract 1906.02,17031190602,5378,-87.77073710,41.92756040,2.966432474629196,0.8149050306211426,81.47991344,56214.75347722886,20974.62787550744,15.470343785417452
Census tract,Tract 1907.01,17031190701,2972,-87.76142170,41.92979590,2.4763292061179896,0.8034104698101634,72.35746542,58740.87805851948,21815.446837773685,7.760141093474426
Census tract,Tract 1907.02,17031190702,4952,-87.76103950,41.92616310,3.110704483074108,0.7993123275356167,94.26216013,46265.21524434881,23553.017103307524,25.73074461275869
Census tract,Tract 1908,17031190800,6831,-87.75136240,41.92781860,5.928594824762529,0.7963726919871936,83.79668831,48050.46553827725,22648.01348743317,18.61903126073514
Census tract,Tract 1909,17031190900,1927,-87.74410480,41.92792250,5.742821473158552,0.8072997132737393,78.9314611,56390.802812839676,18540.19565651412,15.74973031283711
Census tract,Tract 1910,17031191000,2422,-87.74380100,41.91922970,3.653693407466243,0.7932162104129339,82.65123718,58326.42858093569,21754.929878657465,6.924882629107981
Census tract,Tract 1911,17031191100,7533,-87.75097630,41.91962930,1.408987052551409,0.7927214107549369,88.82538339,46316.562967235295,18081.73384502762,32.33207547169811
Census tract,Tract 1912,17031191200,3810,-87.76082690,41.92014320,6.4094955489614245,0.7525802617178705,90.87755198,52532.38820736928,18343.057077574922,19.5362473347548
Census tract,Tract 1913.01,17031191301,5214,-87.78026550,41.92015220,0.6371963361210673,0.8143349432251181,77.98828676,51126.744293351665,21502.77588233989,11.80195739781232
Census tract,Tract 1913.02,17031191302,4940,-87.77053340,41.92022890,4.6300302899177845,0.7251135630540051,88.11741462,50496.81776436922,20540.92300184121,6.251425963951632
Census tract,Tract 2001,17031200100,4118,-87.73762260,41.93505520,7.549068948163059,0.8172369191763904,76.79697055,62711.157345992586,29427.746755695556,13.271863649063985
Census tract,Tract 2002,17031200200,5162,-87.73562820,41.92785230,2.82413350449294,0.8229122769064359,76.12193057,59217.67834246545,27071.25304465494,17.587373167981962
Census tract,Tract 2003,17031200300,2015,-87.73412640,41.92348060,5.337361530715005,0.8203749428440786,65.23896886,46318.39681448124,24362.660662392685,18.917470525187564
Census tract,Tract 2004.01,17031200401,3743,-87.73754190,41.91982850,5.695830886670581,0.8226932316391365,86.59681061,64226.83209476696,25102.6180261319,18.75
Census tract,Tract 2004.02,17031200402,4192,-87.72967890,41.91963480,4.343182627269491,0.75987590792583,85.53485747,70867.19297233745,21471.60047915881,10.21293375394322
Census tract,Tract 2101,17031210100,4066,-87.70054420,41.94465710,1.7047391749062395,0.6157766483098772,6.90328347,98768.26189578295,55080.51895561126,5.301031422403455
Census tract,Tract 2104,17031210400,2912,-87.73030570,41.93574500,12.226415094339622,0.8064506730377018,85.05386208,57836.7913662681,28265.087601765787,33.30547430004179
Census tract,Tract 2105.01,17031210501,3555,-87.72233010,41.93740130,5.519317611640743,0.7820202020202021,62.44237464,56554.01521772887,37567.2777568269,25.43614794138172
Census tract,Tract 2105.02,17031210502,4099,-87.72205240,41.93378460,2.8208744710860367,0.7997647541310428,45.43465989,68636.31779764414,33210.056700459194,15.933816863100631
Census tract,Tract 2106.01,17031210601,2717,-87.71221400,41.93763560,10.76998050682261,0.6944631822332503,47.71497789,85775.4541582555,47195.8927216664,9.584664536741212
Census tract,Tract 2106.02,17031210602,4148,-87.71257200,41.93416300,3.8474991255683806,0.7661146752739081,33.50032929,94099.28680760443,40277.703986335095,9.307657038055938
Census tract,Tract 2107,17031210700,3907,-87.70384010,41.93570290,5.263157894736842,0.6824480974112059,15.34481137,85297.73695068657,43632.72752279331,5.665950590762621
Census tract,Tract 2108,17031210800,986,-87.69893340,41.93574550,8.820023837902264,0.6021101119409304,31.87858688,88555.56658310964,41432.11082765811,5.696757230499562
Census tract,Tract 2109,17031210900,3170,-87.69311820,41.93483720,10.284742881427963,0.6769174382716049,24.48372377,100718.55844184653,58004.58838927216,6.805293005671078
Census tract,Tract 2203,17031220300,2207,-87.69508630,41.92846470,2.169491525423729,0.5828527150895051,3.359911563,92115.06408749084,53719.80429911932,8.00405268490375
Census tract,Tract 2204,17031220400,2579,-87.69996840,41.92843140,5.422023476802683,0.5663667820069205,10.14676828,105265.58268816966,72116.04294682668,10.727824109173618
Census tract,Tract 2205,17031220500,2751,-87.70498770,41.92833430,6.097560975609756,0.5756913749597792,11.58622636,86985.79334057987,55439.953015816674,10.900643316654754
Census tract,Tract 2206.01,17031220601,1635,-87.71288360,41.92582520,1.2935323383084576,0.5223413359758569,1.478267005,110422.36114376981,64277.26289403048,5.591677503250976
Census tract,Tract 2206.02,17031220602,4877,-87.71208600,41.92939600,4.656084656084656,0.6417909928223835,33.98132468,56734.649171454555,51940.97247055169,16.167942472744144
Census tract,Tract 2207.01,17031220701,2920,-87.72156510,41.92615540,6.07074569789675,0.7960634522160664,49.85299652,69342.34898733335,34194.8326715322,12.7396815079623
Census tract,Tract 2207.02,17031220702,3653,-87.72423130,41.92936870,5.370942812982999,0.7875448692989988,42.07004422,73325.46520552807,37275.69604472149,15.155342258145996
Census tract,Tract 2209.01,17031220901,2903,-87.72124830,41.91918160,7.773109243697479,0.7799353474793347,69.20100668,57690.083586592424,27189.536192018455,14.951140065146578
Census tract,Tract 2209.02,17031220902,2959,-87.72183570,41.92271120,4.468949506674405,0.809723525650076,63.19973657,67154.56922291976,27642.496461767118,16.750156543519097
Census tract,Tract 2210,17031221000,2432,-87.71525260,41.92096040,6.489841986455983,0.7522666468489894,35.93353091,75281.26329332948,36965.77586015661,13.146635550369506
Census tract,Tract 2211,17031221100,4440,-87.71036090,41.92102050,5.337465564738292,0.7886341307636868,35.88648979,80210.64469043235,48025.70860045697,16.99119146963375
Census tract,Tract 2212,17031221200,2954,-87.70464990,41.92108310,3.3847685415629667,0.6121263786030156,4.040831687,117589.0361809268,73357.55753233212,13.472949389179757
Census tract,Tract 2213,17031221300,3062,-87.69975410,41.92112560,4.354280059376546,0.6393684016061638,39.36753222,74512.8812972781,53014.690033053084,22.73487128050819
Census tract,Tract 2214,17031221400,3385,-87.69453200,41.92080130,3.929188255613126,0.5106966040363972,3.028271709,95894.62326138557,71230.29472703475,5.87090496269867
Census tract,Tract 2215,17031221500,2909,-87.68995130,41.92164680,0.9810333551340744,0.7228347586621612,35.36903754,57307.72643581268,49125.1000244016,17.961691362486448
Census tract,Tract 2216,17031221600,3159,-87.68509710,41.92124780,3.942181340341656,0.4574649688315839,3.852667231,124001.08307637702,72438.80006211318,5.683836589698046
Census tract,Tract 2222,17031222200,2156,-87.68382620,41.91590950,2.5489033787788973,0.1200916404709894,0.244613792,169380.5501009339,95720.40777302069,3.702051739518288
Census tract,Tract 2225,17031222500,1415,-87.69958740,41.91568250,2.845528455284553,0.5901495548440858,3.989086462,135321.4221256017,62282.03709044122,8.787465940054497
Census tract,Tract 2226,17031222600,1599,-87.70447980,41.91563880,5.785837651122625,0.6511526627218934,21.48838084,82810.12316156081,56095.55340624237,6.4054726368159205
Census tract,Tract 2227,17031222700,2082,-87.71020580,41.91550090,2.58272800645682,0.7887202796318238,50.37044877,73712.40697442267,34346.12506932274,19.3858845096242
Census tract,Tract 2228,17031222800,960,-87.71509530,41.91543490,11.904761904761903,0.7047808335628165,65.46123812,77240.72907562279,33266.90596508352,21.63965681601525
Census tract,Tract 2229,17031222900,1089,-87.72007440,41.91556440,9.133858267716535,0.6666666666666666,41.47144604,92468.99660595843,45582.10714523392,2.434077079107505
Census tract,Tract 2301,17031230100,1504,-87.70436550,41.91200800,6.331658291457286,0.7467699854707932,54.04671183,83286.92344550678,44139.786286297385,23.689080814312156
Census tract,Tract 2302,17031230200,1834,-87.71008440,41.91186880,2.8620988725065044,0.7523393510920338,39.15349515,66094.60551476297,37585.61622928636,8.851795649974708
Census tract,Tract 2303,17031230300,956,-87.71498840,41.91178660,5.2,0.719947403024326,79.61120519,53819.74897402338,20273.181303933095,11.049723756906078
Census tract,Tract 2304,17031230400,2235,-87.72155190,41.91182020,3.990877993158495,0.7927766442287523,79.72998401,47216.98196499478,23891.361920184565,24.85822306238185
Census tract,Tract 2305,17031230500,3419,-87.73394340,41.91168920,8.829568788501026,0.7936368703343293,90.37538809,26052.550899531932,17452.724239668136,24.51298701298701
Census tract,Tract 2306,17031230600,6817,-87.73399860,41.90615500,13.05769679981313,0.7723111394414952,95.18534199,50709.544044898954,17222.576410301914,12.81878440624649
Census tract,Tract 2307,17031230700,6218,-87.72153970,41.90632290,11.308562197092083,0.7077938324888973,94.62437671,29869.703941968542,15568.446194458616,49.991170757549
Census tract,Tract 2308,17031230800,1234,-87.71495300,41.90583960,7.3643410852713185,0.7489140721687011,75.12701101,62795.5143193061,25733.461478737325,18.77431906614786
Census tract,Tract 2309,17031230900,5044,-87.71035050,41.90669180,6.325301204819277,0.7957377313824288,58.4415279,65033.7248829832,36245.07389249983,21.41977841608535
Census tract,Tract 2311,17031231100,1214,-87.71506840,41.89925420,4.895104895104895,0.8128480730674983,76.66878352,55320.75294483019,26003.03702389139,20.631424375917767
Census tract,Tract 2312,17031231200,5983,-87.72131530,41.89906140,11.119968114786769,0.7444710523884654,93.48362969,36600.84025821336,15641.800084296456,38.24072519724694
Census tract,Tract 2315,17031231500,5655,-87.71865250,41.89173570,24.411541381928625,0.8152964960901723,95.4052592,34143.48494864571,20321.778255950663,29.16164572215528
Census tract,Tract 2402,17031240200,1556,-87.67018160,41.91244170,3.5056967572305,0.5024909586382384,6.3893593,152629.2724328401,101809.69755318441,3.0010172939979656
Census tract,Tract 2403,17031240300,1362,-87.67506770,41.91236930,0.9456264775413712,0.2887508991353621,0.099962367,147739.3187515251,135446.12373832604,6.60377358490566
Census tract,Tract 2405,17031240500,2610,-87.68362670,41.91196830,1.2345679012345678,0.3004151529008493,0.083497977,157676.02005368352,99742.95170700326,5.009940357852883
Census tract,Tract 2406,17031240600,1489,-87.68971110,41.91213410,3.535811423390753,0.3963707739144366,5.507338414,144817.08316511012,89420.22555957318,15.518311607697084
Census tract,Tract 2407,17031240700,1499,-87.69459860,41.91208780,1.990950226244344,0.5649366691371379,14.93555367,93619.73575278954,64673.373899154816,15.055079559363524
Census tract,Tract 2408,17031240800,1687,-87.69948760,41.91204830,2.7105517909002903,0.5037143022314717,2.996518958,119454.97575367687,64127.80434348588,10.620689655172413
Census tract,Tract 2409,17031240900,1122,-87.69862330,41.90484480,2.442528735632184,0.6814926987560843,21.55541443,70079.55558020364,40991.07056500809,5.3406998158379375
Census tract,Tract 2410,17031241000,2363,-87.69453420,41.90796860,4.327666151468315,0.7884005125514917,18.47186941,82692.75693782026,49906.3189511746,13.909313725490197
Census tract,Tract 2411,17031241100,3574,-87.68958010,41.90664030,4.748822605965463,0.6060920235907818,12.01312447,85206.96151201225,50838.830275738146,12.303881090008256
Census tract,Tract 2412,17031241200,1714,-87.68468570,41.90670700,2.779864763335838,0.276782188615837,2.542572208,120919.30277956475,74920.91230950109,10.541813898704358
Census tract,Tract 2413,17031241300,1848,-87.68102500,41.90677160,2.4031007751937983,0.3551319206594152,1.464154671,153393.9867343996,81610.78706271212,10.742857142857144
Census tract,Tract 2414,17031241400,5273,-87.67531370,41.90603120,3.781902552204176,0.3459274389998615,0.707968765,163610.3497415648,96400.76510126666,5.444126074498568
Census tract,Tract 2415,17031241500,2954,-87.67092980,41.90837400,4.24675905230219,0.3777122596061201,0.723257127,158988.13775815789,92564.35666274761,6.199078993978038
Census tract,Tract 2416,17031241600,3534,-87.66532770,41.90670970,2.9706513958482463,0.6177615520579076,1.192492238,102198.47316932496,62643.304997892585,7.506623491315867
Census tract,Tract 2420,17031242000,4692,-87.66495360,41.89973710,5.121875964208577,0.5593918899596786,7.428967918,133488.49180327868,75914.85751680382,5.490734385724091
Census tract,Tract 2421,17031242100,3976,-87.66983750,41.89966980,3.906522497384025,0.4933200412326389,1.080769593,164143.0823665121,90178.52139577187,9.117107676185483
Census tract,Tract 2422,17031242200,4082,-87.67471880,41.89958930,0.1910828025477707,0.3446185856118687,0.111722646,150398.3972581468,90195.94294460835,4.110612855007474
Census tract,Tract 2423,17031242300,3568,-87.67960030,41.89950650,1.9151333082989117,0.5983283726195798,3.288173864,95724.07546751258,63922.41345193992,4.4331004836109615
Census tract,Tract 2424,17031242400,2902,-87.68449000,41.89942190,1.98019801980198,0.3621219123149625,0.702088625,94530.24091040173,68358.48993988331,6.395563770794824
Census tract,Tract 2425,17031242500,3426,-87.68931910,41.89944550,3.094855305466238,0.7574195730741156,19.63143287,75073.12163091461,45336.37161427715,11.87751314568512
Census tract,Tract 2426,17031242600,5665,-87.69419700,41.90056000,6.487968321657021,0.7834344228955566,53.37872801,72971.53268706049,43929.81077663657,22.695936139332364
Census tract,Tract 2427,17031242700,1938,-87.69937420,41.89742540,1.606805293005671,0.7342858712112296,32.31724527,56816.25537389915,39824.74371658643,17.69188894937398
Census tract,Tract 2428,17031242800,1507,-87.69032370,41.89263200,2.2660098522167487,0.4752999015302345,2.149778907,127910.8454047339,83394.20350939462,4.293628808864266
Census tract,Tract 2429,17031242900,1962,-87.68428960,41.89219550,2.693125442948264,0.3505128981545621,5.876611158,131807.77080236917,73783.92701701458,5.31496062992126
Census tract,Tract 2430,17031243000,2234,-87.67939810,41.89227530,4.16403785488959,0.6258097032189833,3.773873365,103726.98484882095,58628.096452893806,4.81331533963113
Census tract,Tract 2431,17031243100,2249,-87.67450680,41.89235460,4.291287386215865,0.3442009959257582,1.859300028,104954.7455799818,85582.90019743117,3.7054191755442334
Census tract,Tract 2432,17031243200,2287,-87.66962380,41.89243270,2.1517553793884483,0.3011392386762855,0.953758585,124787.80354488785,77116.94438652144,6.277056277056277
Census tract,Tract 2433,17031243300,2431,-87.66473880,41.89247810,2.806824435883324,0.322408463937038,1.581757456,117710.07009915925,89390.88400363806,8.227571115973742
Census tract,Tract 2434,17031243400,2880,-87.65985400,41.89256600,3.5426008968609866,0.5965548801311386,9.063646627,114407.31120921049,62381.064841722306,12.146025247355851
Census tract,Tract 2435,17031243500,4746,-87.65252270,41.89264940,4.545454545454546,0.5369777906807954,0.972575031,147047.04141618047,89610.94567315157,7.444712064812788
Census tract,Tract 2502,17031250200,2779,-87.75107300,41.91235080,12.687687687687689,0.8279255709325639,86.65678803,45229.09155038931,22247.31786419397,17.273025237627007
Census tract,Tract 2503,17031250300,4742,-87.76085280,41.91284830,8.93689114781872,0.7874049977711547,82.74531941,43599.718272366285,24999.00565673595,20.583333333333336
Census tract,Tract 2504,17031250400,5789,-87.77540580,41.91290500,16.520700636942674,0.7596126745839825,82.3689905,42828.58550544599,31462.400275072647,23.616905496100127
Census tract,Tract 2505,17031250500,7315,-87.79679600,41.91461800,4.716247732573206,0.6884482758620689,29.66295042,109585.20987599547,43852.78919230684,10.328842532232365
Census tract,Tract 2506,17031250600,4203,-87.77063030,41.90569350,9.589770911028236,0.8050251086777783,84.57639477,60045.66037401007,25463.885933583264,23.791405550581917
Census tract,Tract 2507,17031250700,5932,-87.76081280,41.90582060,10.474168435951874,0.7786100707449022,87.55292125,40916.79975154728,17733.302868297877,32.648870636550306
Census tract,Tract 2508,17031250800,2432,-87.75147410,41.90618550,9.499637418419145,0.8109975640764356,77.21210838,57809.28365757891,17775.481354954634,14.48199034533977
Census tract,Tract 2510,17031251000,1075,-87.74489240,41.89869450,20.5607476635514,0.7110901071203528,98.54760561,29057.309612014462,13472.358792342331,49.492753623188406
Census tract,Tract 2511,17031251100,4468,-87.75201120,41.89862480,7.45697896749522,0.767780957395664,85.72302192,35164.02094101466,20848.09241553717,21.58940397350993
Census tract,Tract 2512,17031251200,3910,-87.76060400,41.89854910,18.95845523698069,0.7837413522419475,82.13731301,42621.36076665409,20904.02475653852,8.489583333333334
Census tract,Tract 2513,17031251300,5098,-87.77038490,41.89842510,8.987090367428003,0.7853000590359075,83.79080817,35686.66740610927,18327.469375984383,24.98474059003052
Census tract,Tract 2514,17031251400,3986,-87.77012480,41.89095740,14.022988505747128,0.8211091701752814,83.46857654,20198.91049047228,23090.887597329132,23.486486486486484
Census tract,Tract 2515,17031251500,4342,-87.76035380,41.89110350,26.19888944977284,0.8062112603305785,97.09403519,36747.548037889035,16680.67454912487,31.525029103608848
Census tract,Tract 2516,17031251600,3522,-87.75180370,41.89140650,13.189600507292326,0.7197731840015684,95.00893781,32474.683954834843,13817.12207458018,31.73249551166966
Census tract,Tract 2517,17031251700,1347,-87.74447930,41.89138440,7.792207792207792,0.7461135665363534,81.73393546,48379.64111892455,18869.371237161427,25.406661502711074
Census tract,Tract 2518,17031251800,5101,-87.74788850,41.88414360,18.877772944758597,0.674044189453125,96.73652272,27820.37964462388,11498.222232081456,47.0377358490566
Census tract,Tract 2519,17031251900,5387,-87.76009450,41.88381160,18.425324675324678,0.6935687871989192,92.25703265,24115.091284189977,17893.76450231815,42.29256783326779
Census tract,Tract 2520,17031252000,5646,-87.76987980,41.88367590,27.51748251748252,0.7850115740740741,95.95564023,27137.271545508993,18977.568224672243,27.971461002107997
Census tract,Tract 2521.01,17031252101,1502,-87.76985520,41.87388120,14.285714285714285,0.7879748326892262,86.97431555,32618.640963641607,30438.196588211806,28.929539295392956
Census tract,Tract 2521.02,17031252102,6187,-87.75982760,41.87659900,11.697979439914924,0.7046293813572415,88.26912221,43329.22580358925,15235.602919319415,14.4017094017094
Census tract,Tract 2522.01,17031252201,2940,-87.75210510,41.87669580,28.97765741367637,0.7466474896250151,96.46838837,43993.07850662171,22461.877991969654,32.07678883071553
Census tract,Tract 2522.02,17031252202,4783,-87.74458320,41.87675840,20.399490012749684,0.7870621315192744,93.14375764,37746.99478692961,20012.77499500876,35.10659898477157
Census tract,Tract 2601,17031260100,1477,-87.72333020,41.88437070,15.980629539951574,0.6718346253229974,93.29076113,17335.35801592759,20139.310454979037,31.988188976377952
